bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,registration_year,insurance_validity,fuel_type,seats,rto,ownership,engine_displacement,year_of_manufacture,Features,mileage,engine,max_power,torque,dimensions,miscellaneous,wheel_size
Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Alto,2009,3919,LXi BSIII,₹ 2.10 Lakh,2009,Third Party insurance,Petrol,5,,First Owner,796 cc,2009.0,"Power Steering, Remote Fuel Lid Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps",19.7 kmpl,"Others, In-Line Engine, 796, 46.3bhp@6200rpm, 62Nm@3000rpm, 3, 4, SOHC, MPFI, 68.5 x 72.0 mm, No, No",46.3bhp,62Nm,"3495mm, 1475mm, 1460mm, 2360mm, 1295mm, 1290mm, 705kg, 1140kg","5 Speed, FWD, 5, Power, 4.6m, Disc, Drum, 137km/hr, 17.7 seconds, Tubeless,Radial, 12, 5",12
Hatchback,"49,948",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5603,1.2 Kappa Magna AT,₹ 5.91 Lakh,Jul 2018,Third Party insurance,Petrol,5,KA03,First Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Speakers Front",18.9 kmpl,"Blue, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 113.75nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,113.75nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 1100","4 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 165 Kmph, 12.9 Seconds, Tubeless, 5, 256",
Hatchback,"77,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2014,1954,Diesel Highline 1.2L,₹ 5.10 Lakh,Oct 2014,Comprehensive,Diesel,5,KA35,Second Owner,1199 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",22.07 kmpl,"Grey, In-Line Diesel Engine, 1199, 73.9bhp@4200rpm, 180Nm@2000rpm, 3, 4, CRDI, No, No",73.9bhp,180Nm,"3970mm, 1682mm, 1453mm, 2456mm, 1145kg","5 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 164.1km/hr, 14.4 Seconds, Tubeless,Radial, 15, 5",15
Hatchback,"48,285",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,1481,Sportz 1.2,₹ 6.58 Lakh,Mar 2017,Comprehensive,Petrol,5,KA51,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.6 kmpl,"Silver, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 5, 295-litres",
Hatchback,"19,062",Manual,1,1st Owner,Renault,Renault KWID,2021,7435,Climber 1.0 MT Opt,₹ 5.14 Lakh,Sept 2021,Comprehensive,Petrol,5,KA51,First Owner,999 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",21.74 kmpl,"White, Petrol Engine, 999, 67bhp@5500rpm, 91Nm@4250rpm, 3, 4, DOHC, MPFi, No, No",67bhp,91Nm,"3731mm, 1579mm, 1490, 2422mm, 745","5 Speed, FWD, 5, Electric, 4.9 metres, Disc, Drum, Tubeless,Radial, 5, 279",
Hatchback,"70,000",Automatic,2,2nd Owner,Hyundai,Hyundai i10,2011,1571,Sportz AT,₹ 3.30 Lakh,2011,Third Party insurance,Petrol,5,,Second Owner,1197 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",16.95 kmpl,"Others, DOHC Kappa2 Engine, 1197, 78.9bhp@6000rpm, 111.8Nm@4000rpm, 4, 4, DOHC , MPFI, 71 x 75.6 mm, 10.5:1, No, No",78.9bhp,111.8Nm,"3585mm, 1595mm, 1550mm, 2380mm, 1400mm, 1385mm, 990","4-Speed, FWD, 5, Power, Ventilated Disc, Drum, Tubeless,Radial, 13, 4",13
Sedan,"1,20,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz E-Class,2015,4625,E250 CDI Avantgrade,₹ 22.50 Lakh,2015,Third Party insurance,Diesel,5,,Second Owner,2143 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",13 kmpl,"Others, In-Line Diesel Engine, 2143, 201.1bhp@4200rpm, 500Nm@1600-1800rpm, 4, 4, DOHC, Direct Injection, Yes, No",201.1bhp,500Nm,"4879mm, 2071mm, 1474mm, 2874mm, 1598mm, 1614mm, 1800kg, 2280kg","7 Speed, RWD, 5, Power, 5.3 metres, Disc, Disc, 242 kmph, 7.5 Seconds, Tubeless,Radial, 17, 4, 540-litres",17
Hatchback,"10,000",Manual,1,1st Owner,Citroen,Citroen C3,2022,9140,Puretech 110 Feel,₹ 9.50 Lakh,2022,Third Party insurance,Petrol,5,KA03,First Owner,1199 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",19.3 kmpl,"White, 1.2L PureTech Turbo, 1199, 108.62bhp@5500rpm, 190Nm@1750rpm, 3, 4, Yes",108.62bhp,190Nm,"3981mm, 1733mm, 1586mm, 2540mm, 1048kg, 1448kg","6 Speed, 5, Electric, 4.98, Disc, Drum, Tubeless,Radial, 5, 315",
Hatchback,"80,000",Manual,3,3rd Owner,Volkswagen,Volkswagen Polo,2014,1973,1.2 MPI Highline,₹ 4.95 Lakh,2014,Third Party insurance,Petrol,5,KA04,Third Owner,1198 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",16.47 kmpl,"Blue, MPI Petrol Engine, 1198, 74bhp@5400rpm, 110Nm@3750rpm, 3, 4, DOHC, MPFI , 76.5 X 86.9 mm, 10.5:1, No, No",74bhp,110Nm,"3971mm, 1682mm, 1469mm, 2469mm, 1460mm, 1456mm, 1053kg, 1520kg","5 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 165 kmph, 14.2 Seconds, Tubeless,Radial, 15, 5, 280-liters",15
Hatchback,"80,000",Manual,2,2nd Owner,Fiat,Fiat Palio,2007,815,1.1 SLX,₹ 1.10 Lakh,2007,Third Party insurance,Petrol,5,KA02,Second Owner,1108 cc,2007.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks",15.5 kmpl,"Silver, In-Line Engine, 1108, 57 @ 5,250 (PS@rpm), 9.4 @ 2,750 (kgm@rpm), 4, 2, SOHC, MPFI, 70 x 72 mm, 9.6:1, No, No",57 ,9.4 ,"3,827 mm, 1,620 mm, 1,440 mm, 2,373 mm, 1415 mm, 1378 mm, 990 kg","5 Speed, FWD, 5, Power, 5.1 m, Ventilated Disc, Self-Adjusting Drum, 137 kmph, 20.5 seconds, Tubeless,Radial, 13, 4, 260-950 litres",13
Sedan,"87,000",Manual,1,1st Owner,Toyota,Toyota Etios,2011,2190,G,₹ 3.30 Lakh,Jul 2011,Comprehensive,Petrol,5,KA02,First Owner,1496 cc,2011.0,,17.6 kmpl,"Red, Petrol Engine, 1496, 88.73bhp@5600rpm, 132Nm@3000rpm, 4, 4, DOHC, EFI(Electronic Fuel Injection), No, No",88.73bhp,132Nm,920kg,"5, Power, Tubeless,Radial, 15, 4",15
Sedan,"80,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Vento,2016,1996,1.5 TDI Highline AT,₹ 7.75 Lakh,2016,Third Party insurance,Diesel,5,KA05,First Owner,1498 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",22.15 kmpl,"Others, TDI Diesel Engine, 1498, 108.6bhp@4000rpm, 250Nm@1500-3000rpm, 4, 4, DOHC, CRDI, 79.5 x 80.5 mm, 16.5:1, Yes, No",108.6bhp,250Nm,"4390mm, 1699mm, 1467mm, 2553mm, 1457mm, 1500mm, 1238kg, 1770kg","7 Speed, FWD, 5, Power, 5.4 metres, Ventilated Disc, Drum, 180 Kmph, 11.07 Seconds, Tubeless,Radial, 15, 4, 494",15
Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2010,4350,VXI BS IV,₹ 2.60 Lakh,2010,Third Party insurance,Petrol,5,KA05,Second Owner,998 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Others, K Series Petrol Engine, 998, 67.1bhp@6200rpm, 90Nm@3500rpm, 3, 4, MPFI, No, No",67.1bhp,90Nm,"3595mm, 1495mm, 1700mm, 2400mm, 1295mm, 1290mm, 885kg, 1350kg","5 Speed, FWD, 5, Power, 4.6metres, Ventilated Disc, Drum, Tubeless, Radial, 14, 4",14
Sedan,"90,000",Automatic,3,3rd Owner,Honda,Honda City,2009,1254,1.5 S AT,₹ 3 Lakh,2009,Third Party insurance,Petrol,5,KA05,Third Owner,1497 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",16.8 kmpl,"Others, In-Line Engine, 1497, 118PS at 6,600 rpm, 146Nm at 4800 rpm, 4, 4, SOHC, EFI(Electronic Fuel Injection), No, No","118PS at 6,600 rpm",146Nm at 4800 rpm,"4420 mm, 1695 mm, 1480 mm, 2550 mm, 1155 kg","5 Speed, FWD, 5, Power, 5.3 m, Disc, Drum, Tubeless,Radial, 15, 4, 506 litres",15
Hatchback,"30,000",Automatic,1,1st Owner,Maruti,Maruti Swift,2019,7056,AMT VXI,₹ 6.50 Lakh,2019,Third Party insurance,Petrol,5,,First Owner,1197 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",21.21 kmpl,"Others, VTVT Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, DOHC, MPFi, 73 x 72 mm, No, No",81.80bhp,113Nm,"3840mm, 1735mm, 1530mm, 2450mm, 1530mm, 1530mm, 855-885, 1315kg","5, FWD, 5, Electric, 4.8 Meters, Disc, Drum, 12.71s, Tubeless, 5, 268",
Hatchback,"56,276",Manual,1,1st Owner,Maruti,Maruti Alto K10,2016,3946,VXI,₹ 3.75 Lakh,Nov 2016,Comprehensive,Petrol,5,KA51,First Owner,998 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",23.95 kmpl,"Red, K Series Petrol Engine, 998, 67.05bhp@6000rpm, 90Nm@3500rpm, 3, 4, DOHC, MPFi, No, No",67.05bhp,90Nm,"3545mm, 1515mm, 1475mm, 2360mm, 1295mm, 1290mm, 779kg, 1210kg","5 Speed, FWD, 5, Power, 4.6 metres, Ventilated Disc, Drum, 145 Kmph, 13.3 Seconds, Tubeless,Radial, 5, 177",
Hatchback,"27,103",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1480,Magna 1.2,₹ 6.47 Lakh,Sept 2016,Comprehensive,Petrol,5,KA53,First Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",18.6 kmpl,"White, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 5, 295-litres",
Hatchback,"80,000",Manual,2,2nd Owner,Ford,Ford Figo,2011,1032,Diesel EXI,₹ 2.45 Lakh,2011,Third Party insurance,Diesel,5,,Second Owner,1399 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",20 kmpl,"Others, Diesel Engine, 1399, 68bhp@4000rpm, 160Nm@2000rpm, 4, 4, SOHC, Common Rail, No, No",68bhp,160Nm,"3795mm, 1680mm, 1427mm, 2489mm, 1105kg","5 Speed, Front Wheel Drive, 5, Power, 4.9m, Ventilated Discs, Drum, 148km/hr, 14.8 Seconds, Tubeless,Radial, 5, 284 Liters",
Hatchback,"46,507",Automatic,1,1st Owner,Maruti,Maruti Ignis,2017,5554,1.2 AMT Delta BSIV,₹ 5.91 Lakh,May 2017,Zero Dep,Petrol,5,KA03,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",20.89 kmpl,"Blue, 1.2-Litre VVT Petrol Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, SOHC, MPFI, No, No",81.80bhp,113Nm,"3700mm, 1690mm, 1595mm, 2435mm, 855","5 Speed, FWD, 5, Electrical, 4.7 m, Disc, Drum, 13.69 Seconds, Tubeless,Radial, 5, 260-litres",
Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5604,1.2 Kappa Sportz BSIV,₹ 5.75 Lakh,2018,Third Party insurance,Petrol,5,KA04,First Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Others, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 113.75nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,113.75nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 1120","5 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 165 Kmph, 12.9 Seconds, Tubeless, 5, 256",
Sedan,"39,070",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,7077,VXI 1.2,₹ 6.59 Lakh,Jan 2018,Zero Dep,Petrol,5,KA03,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",21.21 kmpl,"Red, K Series VVT Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, DOHC, MPFI, No, No",81.80bhp,113Nm,"3995mm, 1735mm, 1515mm, 2450mm, 1530mm, 1520mm, 860-895Kg, 1315Kg","5 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 12.6 Seconds, Tubeless,Radial, 4, 378",
Sedan,"1,20,000",Manual,1,1st Owner,Toyota,Toyota Etios,2019,7214,1.4 GD,₹ 7.20 Lakh,2019,Third Party insurance,Diesel,5,KA03,First Owner,1364 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",23.59 kmpl,"Others, D-4D Diesel engine, 1364, 67.05bhp@3800rpm, 170Nm@1800-2400rpm, 4, 2, SOHC, CRDi, 2.85 X 3.57 mm, Yes, No",67.05bhp,170Nm,"4369mm, 1695mm, 1510mm, 2550mm, 900kg","5 Speed, FWD, 5, Power, 4.9 metres, Ventilated DIsc, Drum, 170 Kmph, 13.9 Seconds, Tubeless, 4, 595",
Hatchback,"22,438",Manual,1,1st Owner,Maruti,Maruti Baleno,2020,6777,Delta,₹ 7.33 Lakh,Jul 2020,Third Party insurance,Petrol,5,KA04,First Owner,1197 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",21.01 kmpl,"Others, 1.2L VVT Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, DOHC, MPFI, No, No",81.80bhp,113Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1515mm, 1525mm, 865-890, 1340kg","5 Speed, FWD, 5, Electric, 4.9, Disc, Drum, 12.36 seconds, Tubeless,Radial, 5, 339-litres",
Hatchback,"21,225",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2020,5920,1.2 CVT Alpha,₹ 8.67 Lakh,Dec 2020,Zero Dep,Petrol,5,KA51,Second Owner,1197 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",21.4 kmpl,"Red, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1515mm, 1525mm, 935kg, 1360kg","CVT, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 16, 5, 339-litres",16
Hatchback,"28,737",Automatic,1,1st Owner,Honda,Honda Jazz,2019,6506,VX CVT,₹ 8.50 Lakh,Jun 2019,Comprehensive,Petrol,5,KA05,First Owner,1199 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",18.2 kmpl,"MODERN STEEL METALLIC, i-VTEC Petrol Engine, 1199, 88.7bhp@6000rpm, 110Nm@4800rpm, 4, 4, SOHC, PGM - Fi, No, No",88.7bhp,110Nm,"3955 mm, 1694 mm, 1544 mm, 2530 mm, 1066 Kg","5 Speed, FWD, 5, Power, 5.1 meters, Disc, Drum, 172 Kmph, 13.7 Seconds, Tubeless,Radial, 15, 5, 354-litres",15
SUV,"20,000",Manual,1,1st Owner,Renault,Renault Kiger,2021,8358,RXZ Turbo,₹ 9.20 Lakh,2021,Third Party insurance,Petrol,5,KA19,First Owner,999 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",20.5 kmpl,"Others, 1.0L Turbo, 999, 98.63bhp@5000rpm, 160Nm@2800-3600rpm, 3, 4, MPFi, Yes",98.63bhp,160Nm,"3991mm, 1750, 1605, 2500, 1536, 1535, 1014","5 Speed, 5, Electric, Disc, Drum, Tubeless, Radial, 16, 5, 405",16
Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6255,Diesel Magna,₹ 7.20 Lakh,2019,Third Party insurance,Diesel,5,KA04,First Owner,1396 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",22.54 kmpl,"Others, U2 CRDI Diesel Engine, 1396, 88.76bhp@4000rpm, 219.66nm@1500-2750rpm, 4, 4, DOHC, CRDI, Yes, No",88.76bhp,219.66nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1140","6 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 180 Kmph, 13.57 Seconds, Tubeless, 5, 285-litres",
Hatchback,"70,000",Manual,3,3rd Owner,Chevrolet,Chevrolet Spark,2009,593,1.0 LS,₹ 1.20 Lakh,2009,Third Party insurance,Petrol,5,KA53,Third Owner,995 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Door Locks, Child Safety Locks",18 kmpl,"Silver, In-Line Engine, 995, 62bhp@5400rpm, 90.3Nm@4200rpm, 4, 2, SOHC, SEFI, 68.5 x 67.5 mm, 9.3:1, No, No",62bhp,90.3Nm,"3495mm, 1495mm, 1518mm, 2345mm, 1315mm, 1280mm, 840kg","5 Speed, FWD, 5, Power, 4.6m, Disc, Self-Adjusting Drum, 161km/hr, 14.8 seconds, Tubeless,Radial, 13, 5, 170 litres",13
Sedan,"1,20,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz C-Class,2010,4692,220 CDI AT,₹ 6.50 Lakh,2010,Third Party insurance,Diesel,5,CH01,Second Owner,2143 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",14.84 kmpl,"Others, CDI Blue Efficiency Engin, 2143, 170bhp@3000-4200rpm, 400Nm@1400-2800rpm, 4, 4, Direct Injection, 16.2:2, No, No",170bhp,400Nm,"4591mm, 1770mm, 1447mm, 2760mm, 1549mm, 1552mm, 1610kg, 2115kg","7 Speed, RWD, 5, Power, 5.42 metres, Ventilated Disc, Solid Disc, 228km/hr, 8.5 seconds, Tubeless Radial Tyres, 16, 4, 475-litres",16
Hatchback,"80,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,1654,Sportz 1.2,₹ 3.50 Lakh,2012,Third Party insurance,Petrol,5,,Second Owner,1197 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.5 kmpl,"Gray, Kappa VTVT Petrol Engine, 1197, 82.85bhp@6000rpm, 113.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",82.85bhp,113.7Nm,"3995mm, 1710mm, 1505mm, 2525mm, 1505mm, 1503mm, 1040","5 Speed, FWD, 5, Power, Disc, Drum, Tubeless,Radial, 14, 5",14
Hatchback,"1,00,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2010,1955,Diesel Trendline 1.2L,₹ 3.60 Lakh,2010,Third Party insurance,Diesel,5,,Second Owner,1199 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Driver Air Bag, Radio",22.07 kmpl,"Others, In-Line Diesel Engine, 1199, 73.9bhp@4200rpm, 180Nm@2000rpm, 3, 4, CRDI, No, No",73.9bhp,180Nm,"3970mm, 1682mm, 1453mm, 2456mm, 1115kg","5 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 164.1km/hr, 14.4 Seconds, Tubeless,Radial, 14, 5",14
Sedan,"80,000",Automatic,1,1st Owner,Audi,Audi A6,2013,56,2.0 TDI Premium Plus,₹ 16 Lakh,2013,Third Party insurance,Diesel,5,,First Owner,1968 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",17.68 kmpl,"Others, TDI Diesel Engine , 1968, 174.33bhp@3750-4200rpm, 380Nm@1750-2500rpm, 4, 4, DOHC, CRDI, Yes, No",174.33bhp,380Nm,"4915mm, 2086mm, 1455mm, 2912mm, 1627mm, 1618mm, 1660kg, 2165kg","8 Speed, FWD, 5, Power, 5.95 metres, Ventilated Disc, Ventilated Disc, 222 Kmph, 8.2 Seconds, Tubeless,Radial, 17, 4, 530-litres",17
Hatchback,"40,000",Manual,3,3rd Owner,Maruti,Maruti Estilo,2009,4079,LXI,₹ 2 Lakh,2009,Third Party insurance,Petrol,,KA03,Third Owner,1061 cc,2009.0,,19.5 kmpl,"Others, 1061, 4, 4",,,,,
Sedan,"70,000",Manual,1,1st Owner,Skoda,Skoda Octavia,2018,5913,2.0 TDI MT Style,₹ 16 Lakh,2018,Third Party insurance,Diesel,5,KA02,First Owner,1968 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",21 kmpl,"Others, 2.0TDI Diesel Engine, 1968, 141bhp@3500-4000rpm, 320Nm@1750-3000rpm, 4, 4, DOHC, common rail system, 81.0 x 95.5 mm, 16.1:1, Yes, No",141bhp,320Nm,"4670mm, 1814mm, 1476mm, 155mm, 2688mm, 1539mm, 1514mm, 1340kg, 1895Kg","6 Speed, FWD, 5, Power, 5.2 metres, Disc, Disc, 205 Kmph, 9.35 Seconds, Tubeless,Radial, 16, 4, 590",16
Hatchback,"90,106",Manual,2,2nd Owner,Hyundai,Hyundai i20,2013,1653,Magna Optional 1.4 CRDi,₹ 3.81 Lakh,Dec 2013,Third Party insurance,Diesel,5,KA01,Second Owner,1396 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Anti Theft Alarm, Cd Player",21.9 kmpl,"Silver, U2 CRDI Diesel Engine, 1396, 88.8bhp@4000rpm, 219.7Nm@1500-2750rpm, 4, 4, DOHC, CRDI, No, No",88.8bhp,219.7Nm,"3995mm, 1710mm, 1505mm, 2525mm, 1505mm, 1503mm, 1120","6 Speed, FWD, 5, Power, 5.2metres, Disc, Drum, Tubeless,Radial, 14, 5",14
Sedan,"50,000",Manual,1,1st Owner,Skoda,Skoda Superb,2009,9004,Elegance 1.8 TSI,₹ 4 Lakh,2009,Third Party insurance,Petrol,5,MH04,First Owner,1798 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",13.7 kmpl,"White, Petrol Engine, 1798, 157.75bhp@4500-6200rpm, 250Nm@1500-4500rpm, 4, 4, DOHC, Direct Injection, Yes, No",157.75bhp,250Nm,"4833mm, 1817mm, 1482mm, 2761mm, 1598kg, 2091kg","7 Speed, FWD, 5, Power, 5.4 metres, Disc, Disc, 205 Kmph, 9.1 Seconds, Tubeless,Radial, 16, 4, 565-litres",16
Hatchback,"1,38,175",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,10358,VXI AMT,₹ 3.89 Lakh,Mar 2016,Zero Dep,Petrol,5,KA50,First Owner,998 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",26.68 kmpl,"Red, K10C, 998, 65.71bhp@5500rpm, 89Nm@3500rpm, 3, 4",65.71bhp,89Nm,"3695mm, 1655, 1555, 2435, 1430, 1440, 815, 1260","5-Speed, 5, Electric, Ventilated Disc, Drum, Tubeless, Radial, 5, 313",
